service_name,page_reference,evidence_snippet,pricing_kes,facility_level,full_context,extraction_method,extraction_confidence,is_free_service,source_type
"422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000",39,"422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000",,[6],"420 Ophthalmic  Canthus Procedures (Cantholysis, Canthoplasty, Canthotomy)  28,000   421 Ophthalmic  Cataract extraction SICS  30,000   422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000   423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000   424 Ophthalmic  Conjunctival DCR plus tube  112,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000",39,"423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000",,[6],"421 Ophthalmic  Cataract extraction SICS  30,000   422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000   423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000   424 Ophthalmic  Conjunctival DCR plus tube  112,000   425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"424 Ophthalmic  Conjunctival DCR plus tube  112,000",39,"424 Ophthalmic  Conjunctival DCR plus tube  112,000",,[6],"422 Ophthalmic  Cataract extraction with implant -Phaco ALCON  60,000   423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000   424 Ophthalmic  Conjunctival DCR plus tube  112,000   425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800   426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800",39,"425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800",,[6],"423 Ophth almic  Cataract extraction with implant -Phaco IOL  60,000   424 Ophthalmic  Conjunctival DCR plus tube  112,000   425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800   426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800   427 Ophthalmic  Corneal Tomo/Topography  3,360  ",enhanced_text_extraction,0.7,False,enhanced_text
"426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800",39,"426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800",,,"424 Ophthalmic  Conjunctival DCR plus tube  112,000   425 Ophthalmic  Conjunctival Excision + Major Reconstruction  44,800   426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800   427 Ophthalmic  Corneal Tomo/Topography  3,360   428 Ophthalmic  Corneal transplant + Cataract Extraction + Intraocular lens implant  280,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"428 Ophthalmic  Corneal transplant + Cataract Extraction + Intraocular lens implant  280,000",39,"428 Ophthalmic  Corneal transplant + Cataract Extraction + Intraocular lens implant  280,000",,,"426 Ophthalmic  Conjunctival Incision biopsy (including histopathology)  44,800   427 Ophthalmic  Corneal Tomo/Topography  3,360   428 Ophthalmic  Corneal transplant + Cataract Extraction + Intraocular lens implant  280,000   429 Ophthalmic  Corneal/Scleral Perforation repair  112,000   430 Ophthalmic  Crosslinking  111,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"431 Ophthalmic  Cyclocry otherapy  16,800",39,"431 Ophthalmic  Cyclocry otherapy  16,800",,,"429 Ophthalmic  Corneal/Scleral Perforation repair  112,000   430 Ophthalmic  Crosslinking  111,000   431 Ophthalmic  Cyclocry otherapy  16,800   432 Ophthalmic  Cyclophotocoagulation  16,800   --- PAGE 40 ---",enhanced_text_extraction,0.7,False,enhanced_text
"434 Ophthalmic  DCR/Fistulectomy  145,600",40,"434 Ophthalmic  DCR/Fistulectomy  145,600",,,"--- PAGE 40 --- 433 Ophthalmic  DCR revision  89,600   434 Ophthalmic  DCR/Fistulectomy  145,600   435 Ophthalmic  Ectropion repair minor and major  39,200   436 Ophthalmic  Entropion repair minor and major  39,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"435 Ophthalmic  Ectropion repair minor and major  39,200",40,"435 Ophthalmic  Ectropion repair minor and major  39,200",,,"433 Ophthalmic  DCR revision  89,600   434 Ophthalmic  DCR/Fistulectomy  145,600   435 Ophthalmic  Ectropion repair minor and major  39,200   436 Ophthalmic  Entropion repair minor and major  39,200   437 Ophthalmic  Epiblepharon repair  39,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"443 Ophthalmic  Intravitreal AntiFungal Injection  11,200",40,"443 Ophthalmic  Intravitreal AntiFungal Injection  11,200",,,"441 Ophthalmic  Intraocular lens redialing  11,200   442 Ophthalmic  Intravitrea l Antibiotics/Steroid  7,840   443 Ophthalmic  Intravitreal AntiFungal Injection  11,200   444 Ophthalmic  Intravitreal Bevazicumab  11,200   445 Ophthalmic  Intravitreal Dexamethasone implant  84,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"450 Ophthalmic  Lacrimal Probing and Syringing (pediatrics)  33,600",40,"450 Ophthalmic  Lacrimal Probing and Syringing (pediatrics)  33,600",,,"448 Ophthalmic  Lacrimal glands prolapse repair  56,000   449 Ophthalmic  Lacrimal Probing and Syringing (adults)  16,800   450 Ophthalmic  Lacrimal Probing and Syringing (pediatrics)  33,600   451 Ophthalmic  Laser suturelysis  11,200   452 Ophthal mic Lash electrolysis  11,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"452 Ophthal mic Lash electrolysis  11,200",40,"452 Ophthal mic Lash electrolysis  11,200",,,"450 Ophthalmic  Lacrimal Probing and Syringing (pediatrics)  33,600   451 Ophthalmic  Laser suturelysis  11,200   452 Ophthal mic Lash electrolysis  11,200   453 Ophthalmic  Lid splitting +cryotherapy  33,600   --- PAGE 41 ---",enhanced_text_extraction,0.7,False,enhanced_text
"453 Ophthalmic  Lid splitting +cryotherapy  33,600",40,"453 Ophthalmic  Lid splitting +cryotherapy  33,600",,,"451 Ophthalmic  Laser suturelysis  11,200   452 Ophthal mic Lash electrolysis  11,200   453 Ophthalmic  Lid splitting +cryotherapy  33,600   --- PAGE 41 --- 454 Ophthalmic  Lid tumour Excision + major reconstruction  78,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"454 Ophthalmic  Lid tumour Excision + major reconstruction  78,400",41,"454 Ophthalmic  Lid tumour Excision + major reconstruction  78,400",,,"453 Ophthalmic  Lid splitting +cryotherapy  33,600   --- PAGE 41 --- 454 Ophthalmic  Lid tumour Excision + major reconstruction  78,400   455 Ophthalmic  Lid tumour Excision biopsy  46,000   456 Ophthalmic  Lid tumour Incision biopsy  46,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"457 Ophtha lmic Macula Hole Surgery  224,000",41,"457 Ophtha lmic Macula Hole Surgery  224,000",,,"455 Ophthalmic  Lid tumour Excision biopsy  46,000   456 Ophthalmic  Lid tumour Incision biopsy  46,000   457 Ophtha lmic Macula Hole Surgery  224,000   458 Ophthalmic  OCT Angiography  7,840   459 Ophthalmic  OCT Anterior  3,360  ",enhanced_text_extraction,0.7,False,enhanced_text
"458 Ophthalmic  OCT Angiography  7,840",41,"458 Ophthalmic  OCT Angiography  7,840",,,"456 Ophthalmic  Lid tumour Incision biopsy  46,000   457 Ophtha lmic Macula Hole Surgery  224,000   458 Ophthalmic  OCT Angiography  7,840   459 Ophthalmic  OCT Anterior  3,360   460 Ophthalmic  OCT Posterior  3,360  ",enhanced_text_extraction,0.7,False,enhanced_text
"459 Ophthalmic  OCT Anterior  3,360",41,"459 Ophthalmic  OCT Anterior  3,360",,,"457 Ophtha lmic Macula Hole Surgery  224,000   458 Ophthalmic  OCT Angiography  7,840   459 Ophthalmic  OCT Anterior  3,360   460 Ophthalmic  OCT Posterior  3,360   461 Ophthalmic  Ocular prosthesis  11,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"460 Ophthalmic  OCT Posterior  3,360",41,"460 Ophthalmic  OCT Posterior  3,360",,[2],"458 Ophthalmic  OCT Angiography  7,840   459 Ophthalmic  OCT Anterior  3,360   460 Ophthalmic  OCT Posterior  3,360   461 Ophthalmic  Ocular prosthesis  11,200   462 Ophthalmic  Orbital implant removal  22,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"466 Ophthalmic  Posterior Victrectomy - Foreign Body  145,600",41,"466 Ophthalmic  Posterior Victrectomy - Foreign Body  145,600",,,"464 Ophthalmic  Penetrating Keratoplasty (PKP)  257,600   465 Ophthalmic  Photodocumentation  3,360   466 Ophthalmic  Posterior Victrectomy - Foreign Body  145,600   467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600   468 Ophth almic  Posterior Vitrectomy  168,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600",41,"467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600",,,"465 Ophthalmic  Photodocumentation  3,360   466 Ophthalmic  Posterior Victrectomy - Foreign Body  145,600   467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600   468 Ophth almic  Posterior Vitrectomy  168,000   469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"468 Ophth almic  Posterior Vitrectomy  168,000",41,"468 Ophth almic  Posterior Vitrectomy  168,000",,,"466 Ophthalmic  Posterior Victrectomy - Foreign Body  145,600   467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600   468 Ophth almic  Posterior Vitrectomy  168,000   469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000   470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000",41,"469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000",,,"467 Ophthalmic  Posterior Victrectomy - Sunk Nucleus  145,600   468 Ophth almic  Posterior Vitrectomy  168,000   469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000   470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600   471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600",41,"470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600",,[2],"468 Ophth almic  Posterior Vitrectomy  168,000   469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000   470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600   471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600   472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600",41,"471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600",,[2],"469 Ophthalmic  Posterior Vitrectomy + band/buckle  224,000   470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600   471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600   472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000   473 Ophthalmic  Pre-Descemets EndothelialKeratoplasty (DALK, DSAEK, DMEK)  313,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000",41,"472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000",,[2],"470 Ophthalmic  Posterior Vitrectomy + band/buckle + Cataract surgery  257,600   471 Ophthalmic  Posterior Vitrectomy + Cataract surgery  201,600   472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000   473 Ophthalmic  Pre-Descemets EndothelialKeratoplasty (DALK, DSAEK, DMEK)  313,600   474 Ophthalmic  Pterygium excision with conjunctival autograft  33,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"474 Ophthalmic  Pterygium excision with conjunctival autograft  33,600",41,"474 Ophthalmic  Pterygium excision with conjunctival autograft  33,600",,[2],"472 Ophthalmic  Posterior Vitrectomy + Delamination + Oil  224,000   473 Ophthalmic  Pre-Descemets EndothelialKeratoplasty (DALK, DSAEK, DMEK)  313,600   474 Ophthalmic  Pterygium excision with conjunctival autograft  33,600   --- PAGE 42 --- 475 Ophthalmic  Ptosis repair/revision  56,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"476 Ophthal mic Ptosis Surgery: Anterior levator repair/resection, frontalis sling susp  78,400",42,"476 Ophthal mic Ptosis Surgery: Anterior levator repair/resection, frontalis sling susp  78,400",,,"--- PAGE 42 --- 475 Ophthalmic  Ptosis repair/revision  56,000   476 Ophthal mic Ptosis Surgery: Anterior levator repair/resection, frontalis sling susp  78,400   477 Ophthalmic  Punctoplasty/canaliculoplasty  22,400   478 Ophthalmic  Pupiloplasty  22,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"477 Ophthalmic  Punctoplasty/canaliculoplasty  22,400",42,"477 Ophthalmic  Punctoplasty/canaliculoplasty  22,400",,,"475 Ophthalmic  Ptosis repair/revision  56,000   476 Ophthal mic Ptosis Surgery: Anterior levator repair/resection, frontalis sling susp  78,400   477 Ophthalmic  Punctoplasty/canaliculoplasty  22,400   478 Ophthalmic  Pupiloplasty  22,400   479 Ophthalmic  Retinopexy (Silicon Oil/Gas Insertion)  44,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"480 Ophthalmic  Sclera l buckle + Cyrotherapy or Laser  100,800",42,"480 Ophthalmic  Sclera l buckle + Cyrotherapy or Laser  100,800",,"[5, 6]","478 Ophthalmic  Pupiloplasty  22,400   479 Ophthalmic  Retinopexy (Silicon Oil/Gas Insertion)  44,800   480 Ophthalmic  Sclera l buckle + Cyrotherapy or Laser  100,800   481 Ophthalmic  Scleral buckle removal  56,000   482 Ophthalmic  Socket reconstruction minor  61,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"482 Ophthalmic  Socket reconstruction minor  61,600",42,"482 Ophthalmic  Socket reconstruction minor  61,600",,"[5, 6]","480 Ophthalmic  Sclera l buckle + Cyrotherapy or Laser  100,800   481 Ophthalmic  Scleral buckle removal  56,000   482 Ophthalmic  Socket reconstruction minor  61,600   483 Ophthalmic  Specular Microscopy  3,360   484 Ophthalmic  Squint Surgeries (all)  134,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"485 Ophthalmic  Surgical Perip heral Iridectomy  16,800",42,"485 Ophthalmic  Surgical Perip heral Iridectomy  16,800",,,"483 Ophthalmic  Specular Microscopy  3,360   484 Ophthalmic  Squint Surgeries (all)  134,400   485 Ophthalmic  Surgical Perip heral Iridectomy  16,800   486 Ophthalmic  Tarsorrhaphy temporary  16,800   487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400",42,"487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400",,,"485 Ophthalmic  Surgical Perip heral Iridectomy  16,800   486 Ophthalmic  Tarsorrhaphy temporary  16,800   487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400   488 Ophthalmic  Trabeculectomy + Small Incision Cataract surgery  44,800   489 Ophthalmic  Trabeculectomy with M itomycin C  33,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"488 Ophthalmic  Trabeculectomy + Small Incision Cataract surgery  44,800",42,"488 Ophthalmic  Trabeculectomy + Small Incision Cataract surgery  44,800",,,"486 Ophthalmic  Tarsorrhaphy temporary  16,800   487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400   488 Ophthalmic  Trabeculectomy + Small Incision Cataract surgery  44,800   489 Ophthalmic  Trabeculectomy with M itomycin C  33,600   490 Ophthalmic  Trabeculotomy/Goniotomy  56,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"489 Ophthalmic  Trabeculectomy with M itomycin C  33,600",42,"489 Ophthalmic  Trabeculectomy with M itomycin C  33,600",,,"487 Ophthalmic  Trabeculectomy + Phacoemulsification cataract surgery  78,400   488 Ophthalmic  Trabeculectomy + Small Incision Cataract surgery  44,800   489 Ophthalmic  Trabeculectomy with M itomycin C  33,600   490 Ophthalmic  Trabeculotomy/Goniotomy  56,000   491 Ophthalmic  Ultrasound Biomicrcopy (UBM)  3,360  ",enhanced_text_extraction,0.7,False,enhanced_text
"496 Orthopaedic  Angle plating fracture neck of femur  168,000",43,"496 Orthopaedic  Angle plating fracture neck of femur  168,000",,,"495 Orth opaedic  ACL/PCL repair  280,000   --- PAGE 43 --- 496 Orthopaedic  Angle plating fracture neck of femur  168,000   497 Orthopaedic  Arthrodesis Hip, Knee, Ankle or Elbow with implants  168,000   498 Orthopaedic  Arthrodesis vertebral joints  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"500 Orthopaedic  Arthroscopic Synovectomy  168,000",43,"500 Orthopaedic  Arthroscopic Synovectomy  168,000",,,"498 Orthopaedic  Arthrodesis vertebral joints  224,000   499 Orthopaedic  Arthroscopic Ba nkart repair  280,000   500 Orthopaedic  Arthroscopic Synovectomy  168,000   501 Orthopaedic  Arthrotomy  89,600   502 Orthopaedic  Below elbow Amputation  67,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"506 Orthopaedic  Cervical rib resection  112,000",43,"506 Orthopaedic  Cervical rib resection  112,000",,,"504 Orthopaedic  Bone grafting  89,600   505 Orthopaedic  Carpal tunnel decompression  56,000   506 Orthopaedic  Cervical rib resection  112,000   507 Orthopaedic  Chondroplasty  168,000   508 Orthopaedic  Closed manipulation of dislocations/fractures under GA  16,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"508 Orthopaedic  Closed manipulation of dislocations/fractures under GA  16,800",43,"508 Orthopaedic  Closed manipulation of dislocations/fractures under GA  16,800",,,"506 Orthopaedic  Cervical rib resection  112,000   507 Orthopaedic  Chondroplasty  168,000   508 Orthopaedic  Closed manipulation of dislocations/fractures under GA  16,800   509 Orthopaedic  Contracture release without flaps  44,80 0  510 Orthopaedic  Excision head of fibula  67,200  ",enhanced_text_extraction,0.7,False,enhanced_text
"509 Orthopaedic  Contracture release without flaps  44,80 0",43,"509 Orthopaedic  Contracture release without flaps  44,80 0",,,"507 Orthopaedic  Chondroplasty  168,000   508 Orthopaedic  Closed manipulation of dislocations/fractures under GA  16,800   509 Orthopaedic  Contracture release without flaps  44,80 0  510 Orthopaedic  Excision head of fibula  67,200   511 Orthopaedic  Excision head of radius  67,200  ",enhanced_text_extraction,0.7,False,enhanced_text
